attendance_device_id,timestamp,log_type,device_id
0353,2026-07-14 19:08:42,OUT,ESSL-DSE-1
0193,2026-07-14 19:08:53,OUT,ESSL-NOI-2
0387,2026-07-14 19:09:06,OUT,ESSL-DSE-1
0065,2026-07-14 19:09:11,OUT,ESSL-CHD-1
0174,2026-07-14 19:09:11,OUT,ESSL-AMB-1
0344,2026-07-14 19:09:34,OUT,ESSL-DSE-1
0177,2026-07-14 19:09:46,OUT,ESSL-AMB-2
0345,2026-07-14 19:10:17,OUT,ESSL-DSE-1
0052,2026-07-14 19:10:18,OUT,ESSL-CHD-1
0235,2026-07-14 19:10:22,OUT,ESSL-NOI-2
0380,2026-07-14 19:10:28,OUT,ESSL-DSE-1
0152,2026-07-14 19:10:41,OUT,ESSL-AMB-1
0223,2026-07-14 19:11:09,OUT,ESSL-NOI-1
0102,2026-07-14 19:11:20,OUT,ESSL-CHD-1
0308,2026-07-14 19:11:41,OUT,ESSL-DKB-2
0172,2026-07-14 19:11:42,OUT,ESSL-AMB-1
0132,2026-07-14 19:11:54,OUT,ESSL-AMB-1
0343,2026-07-14 19:11:59,OUT,ESSL-DSE-1
0180,2026-07-14 19:12:11,OUT,ESSL-AMB-2
0212,2026-07-14 19:12:20,OUT,ESSL-NOI-2
0372,2026-07-14 19:12:36,OUT,ESSL-DSE-2
0224,2026-07-14 19:12:41,OUT,ESSL-NOI-2
0012,2026-07-14 19:12:43,OUT,ESSL-HO-1
0234,2026-07-14 19:12:53,OUT,ESSL-NOI-2
0325,2026-07-14 19:13:00,OUT,ESSL-DKB-1
0313,2026-07-14 19:13:13,OUT,ESSL-DKB-1
0368,2026-07-14 19:13:31,OUT,ESSL-DSE-2
0248,2026-07-14 19:13:33,OUT,ESSL-NOI-2
0103,2026-07-14 19:13:50,OUT,ESSL-CHD-1
0070,2026-07-14 19:14:15,OUT,ESSL-CHD-1
0393,2026-07-14 19:14:32,OUT,ESSL-DSE-1
0045,2026-07-14 19:14:33,OUT,ESSL-CHD-2
0079,2026-07-14 19:14:34,OUT,ESSL-CHD-2
0094,2026-07-14 19:14:41,OUT,ESSL-CHD-2
0178,2026-07-14 19:14:59,OUT,ESSL-AMB-2
0095,2026-07-14 19:15:13,OUT,ESSL-CHD-1
0080,2026-07-14 19:15:29,OUT,ESSL-CHD-1
0173,2026-07-14 19:15:35,OUT,ESSL-AMB-1
0219,2026-07-14 19:16:05,OUT,ESSL-NOI-2
0184,2026-07-14 19:16:08,OUT,ESSL-AMB-1
0275,2026-07-14 19:16:15,OUT,ESSL-DKB-1
0310,2026-07-14 19:16:43,OUT,ESSL-DKB-1
0002,2026-07-14 19:16:45,OUT,ESSL-HO-1
0294,2026-07-14 19:17:17,OUT,ESSL-DKB-1
0029,2026-07-14 19:17:18,OUT,ESSL-HO-1
0398,2026-07-14 19:17:18,OUT,ESSL-DSE-1
0397,2026-07-14 19:17:26,OUT,ESSL-DSE-1
0367,2026-07-14 19:17:34,OUT,ESSL-DSE-1
0392,2026-07-14 19:17:40,OUT,ESSL-DSE-1
0289,2026-07-14 19:17:43,OUT,ESSL-DKB-2
0128,2026-07-14 19:17:48,OUT,ESSL-AMB-2
0362,2026-07-14 19:17:49,OUT,ESSL-DSE-2
0277,2026-07-14 19:17:53,OUT,ESSL-DKB-1
0009,2026-07-14 19:18:15,OUT,ESSL-HO-1
0348,2026-07-14 19:19:04,OUT,ESSL-DSE-1
0324,2026-07-14 19:19:14,OUT,ESSL-DKB-1
0015,2026-07-14 19:19:21,OUT,ESSL-HO-1
0395,2026-07-14 19:19:32,OUT,ESSL-DSE-2
0135,2026-07-14 19:19:38,OUT,ESSL-AMB-2
0263,2026-07-14 19:19:38,OUT,ESSL-DKB-1
0027,2026-07-14 19:19:42,OUT,ESSL-HO-1
0338,2026-07-14 19:19:43,OUT,ESSL-DSE-2
0153,2026-07-14 19:19:47,OUT,ESSL-AMB-1
0006,2026-07-14 19:19:56,OUT,ESSL-HO-1
0072,2026-07-14 19:19:59,OUT,ESSL-CHD-1
0139,2026-07-14 19:20:02,OUT,ESSL-AMB-2
0075,2026-07-14 19:20:15,OUT,ESSL-CHD-1
0105,2026-07-14 19:20:31,OUT,ESSL-CHD-1
0036,2026-07-14 19:20:33,OUT,ESSL-HO-1
0041,2026-07-15 09:05:01,IN,ESSL-CHD-1
0021,2026-07-15 09:05:02,IN,ESSL-HO-1
0198,2026-07-15 09:05:09,IN,ESSL-NOI-1
0290,2026-07-15 09:05:11,IN,ESSL-DKB-2
0383,2026-07-15 09:05:22,IN,ESSL-DSE-1
0326,2026-07-15 09:05:27,IN,ESSL-DKB-2
0008,2026-07-15 09:05:51,IN,ESSL-HO-1
0126,2026-07-15 09:05:52,IN,ESSL-AMB-1
0023,2026-07-15 09:05:53,IN,ESSL-HO-1
0186,2026-07-15 09:06:02,IN,ESSL-NOI-2
0309,2026-07-15 09:06:34,IN,ESSL-DKB-1
0125,2026-07-15 09:06:47,IN,ESSL-AMB-1
0020,2026-07-15 09:06:53,IN,ESSL-HO-1
0120,2026-07-15 09:06:56,IN,ESSL-AMB-1
0215,2026-07-15 09:07:12,IN,ESSL-NOI-2
0225,2026-07-15 09:07:22,IN,ESSL-NOI-2
0103,2026-07-15 09:07:23,IN,ESSL-CHD-2
0027,2026-07-15 09:07:25,IN,ESSL-HO-1
0296,2026-07-15 09:07:25,IN,ESSL-DKB-1
0340,2026-07-15 09:07:29,IN,ESSL-DSE-1
0110,2026-07-15 09:07:34,IN,ESSL-CHD-2
0221,2026-07-15 09:07:36,IN,ESSL-NOI-1
0061,2026-07-15 09:07:43,IN,ESSL-CHD-1
0286,2026-07-15 09:07:49,IN,ESSL-DKB-2
0236,2026-07-15 09:07:59,IN,ESSL-NOI-2
0005,2026-07-15 09:08:08,IN,ESSL-HO-1
0199,2026-07-15 09:08:09,IN,ESSL-NOI-1
0209,2026-07-15 09:08:25,IN,ESSL-NOI-2
0055,2026-07-15 09:08:33,IN,ESSL-CHD-1
0129,2026-07-15 09:08:54,IN,ESSL-AMB-1
0089,2026-07-15 09:09:27,IN,ESSL-CHD-1
0289,2026-07-15 09:09:40,IN,ESSL-DKB-2
0305,2026-07-15 09:09:41,IN,ESSL-DKB-2
0219,2026-07-15 09:09:46,IN,ESSL-NOI-1
0195,2026-07-15 09:09:50,IN,ESSL-NOI-1
0388,2026-07-15 09:09:55,IN,ESSL-DSE-2
0319,2026-07-15 09:09:57,IN,ESSL-DKB-1
0369,2026-07-15 09:10:12,IN,ESSL-DSE-2
0119,2026-07-15 09:10:20,IN,ESSL-AMB-2
0111,2026-07-15 09:10:24,IN,ESSL-CHD-1
0315,2026-07-15 09:10:28,IN,ESSL-DKB-2
0141,2026-07-15 09:10:36,IN,ESSL-AMB-2
0056,2026-07-15 09:10:41,IN,ESSL-CHD-2
0274,2026-07-15 09:10:49,IN,ESSL-DKB-1
0114,2026-07-15 09:10:58,IN,ESSL-AMB-1
0348,2026-07-15 09:10:58,IN,ESSL-DSE-1
0051,2026-07-15 09:11:00,IN,ESSL-CHD-2
0211,2026-07-15 09:11:08,IN,ESSL-NOI-1
0399,2026-07-15 09:11:08,IN,ESSL-DSE-1
0254,2026-07-15 09:11:47,IN,ESSL-NOI-2
0030,2026-07-15 09:11:53,IN,ESSL-HO-1
0206,2026-07-15 09:11:54,IN,ESSL-NOI-2
0038,2026-07-15 09:12:01,IN,ESSL-HO-1
0143,2026-07-15 09:12:07,IN,ESSL-AMB-2
0096,2026-07-15 09:12:12,IN,ESSL-CHD-2
0241,2026-07-15 09:12:16,IN,ESSL-NOI-2
0179,2026-07-15 09:12:18,IN,ESSL-AMB-1
0034,2026-07-15 09:12:20,IN,ESSL-HO-1
0136,2026-07-15 09:12:46,IN,ESSL-AMB-1
0158,2026-07-15 09:12:50,IN,ESSL-AMB-2
0116,2026-07-15 09:12:54,IN,ESSL-AMB-2
0170,2026-07-15 09:12:57,IN,ESSL-AMB-2
0356,2026-07-15 09:13:02,IN,ESSL-DSE-2
0238,2026-07-15 09:13:05,IN,ESSL-NOI-2
0294,2026-07-15 09:13:05,IN,ESSL-DKB-1
0078,2026-07-15 09:13:06,IN,ESSL-CHD-1
0001,2026-07-15 09:13:19,IN,ESSL-HO-1
0033,2026-07-15 09:13:31,IN,ESSL-HO-1
0064,2026-07-15 09:13:31,IN,ESSL-CHD-1
0265,2026-07-15 09:13:32,IN,ESSL-DKB-1
0185,2026-07-15 09:13:45,IN,ESSL-NOI-2
0378,2026-07-15 09:14:00,IN,ESSL-DSE-1
0105,2026-07-15 09:14:17,IN,ESSL-CHD-2
0076,2026-07-15 09:14:23,IN,ESSL-CHD-2
0205,2026-07-15 09:14:29,IN,ESSL-NOI-2
0376,2026-07-15 09:14:32,IN,ESSL-DSE-1
0210,2026-07-15 09:14:36,IN,ESSL-NOI-2
0323,2026-07-15 09:14:37,IN,ESSL-DKB-1
0244,2026-07-15 09:14:47,IN,ESSL-NOI-1
0004,2026-07-15 09:14:48,IN,ESSL-HO-1
0380,2026-07-15 09:14:52,IN,ESSL-DSE-2
0264,2026-07-15 09:14:56,IN,ESSL-DKB-2
0036,2026-07-15 09:15:10,IN,ESSL-HO-1
0325,2026-07-15 09:15:27,IN,ESSL-DKB-2
0235,2026-07-15 09:15:28,IN,ESSL-NOI-2
0017,2026-07-15 09:15:40,IN,ESSL-HO-1
0098,2026-07-15 09:15:40,IN,ESSL-CHD-2
0171,2026-07-15 09:15:44,IN,ESSL-AMB-1
0331,2026-07-15 09:15:45,IN,ESSL-DSE-2
0049,2026-07-15 09:15:50,IN,ESSL-CHD-2
0373,2026-07-15 09:16:02,IN,ESSL-DSE-1
0123,2026-07-15 09:16:37,IN,ESSL-AMB-2
0100,2026-07-15 09:17:04,IN,ESSL-CHD-1
0134,2026-07-15 09:17:26,IN,ESSL-AMB-1
0074,2026-07-15 09:17:35,IN,ESSL-CHD-1
0118,2026-07-15 09:17:35,IN,ESSL-AMB-1
0246,2026-07-15 09:17:39,IN,ESSL-NOI-2
0194,2026-07-15 09:17:53,IN,ESSL-NOI-2
0273,2026-07-15 09:18:02,IN,ESSL-DKB-1
0266,2026-07-15 09:18:12,IN,ESSL-DKB-1
0375,2026-07-15 09:18:28,IN,ESSL-DSE-2
0045,2026-07-15 09:18:36,IN,ESSL-CHD-1
0181,2026-07-15 09:18:37,IN,ESSL-AMB-1
0333,2026-07-15 09:18:48,IN,ESSL-DSE-1
0084,2026-07-15 09:18:54,IN,ESSL-CHD-2
0298,2026-07-15 09:19:11,IN,ESSL-DKB-2
0310,2026-07-15 09:19:18,IN,ESSL-DKB-2
0149,2026-07-15 09:19:31,IN,ESSL-AMB-1
0321,2026-07-15 09:19:34,IN,ESSL-DKB-2
0361,2026-07-15 09:19:49,IN,ESSL-DSE-2
0081,2026-07-15 09:19:53,IN,ESSL-CHD-2
0080,2026-07-15 09:19:56,IN,ESSL-CHD-2
0260,2026-07-15 09:19:57,IN,ESSL-DKB-1
0358,2026-07-15 09:20:24,IN,ESSL-DSE-2
0249,2026-07-15 09:20:26,IN,ESSL-NOI-1
0155,2026-07-15 09:20:28,IN,ESSL-AMB-1
0173,2026-07-15 09:20:33,IN,ESSL-AMB-2
0366,2026-07-15 09:20:33,IN,ESSL-DSE-1
0048,2026-07-15 09:21:02,IN,ESSL-CHD-1
0050,2026-07-15 09:21:03,IN,ESSL-CHD-2
0128,2026-07-15 09:21:15,IN,ESSL-AMB-2
0250,2026-07-15 09:21:17,IN,ESSL-NOI-1
0154,2026-07-15 09:21:18,IN,ESSL-AMB-2
0015,2026-07-15 09:21:38,IN,ESSL-HO-1
0371,2026-07-15 09:21:41,IN,ESSL-DSE-1
0025,2026-07-15 09:21:44,IN,ESSL-HO-1
0168,2026-07-15 09:21:45,IN,ESSL-AMB-2
0090,2026-07-15 09:21:55,IN,ESSL-CHD-2
0079,2026-07-15 09:21:59,IN,ESSL-CHD-2
0381,2026-07-15 09:22:13,IN,ESSL-DSE-1
0283,2026-07-15 09:22:14,IN,ESSL-DKB-2
0394,2026-07-15 09:22:15,IN,ESSL-DSE-2
0314,2026-07-15 09:22:23,IN,ESSL-DKB-1
0398,2026-07-15 09:22:37,IN,ESSL-DSE-1
0065,2026-07-15 09:22:46,IN,ESSL-CHD-2
0224,2026-07-15 09:22:58,IN,ESSL-NOI-2
0351,2026-07-15 09:22:58,IN,ESSL-DSE-1
0330,2026-07-15 09:22:59,IN,ESSL-DSE-2
0245,2026-07-15 09:23:05,IN,ESSL-NOI-1
0022,2026-07-15 09:23:09,IN,ESSL-HO-1
0113,2026-07-15 09:23:13,IN,ESSL-AMB-2
0028,2026-07-15 09:23:16,IN,ESSL-HO-1
0370,2026-07-15 09:23:16,IN,ESSL-DSE-1
0178,2026-07-15 09:23:29,IN,ESSL-AMB-1
0037,2026-07-15 09:23:40,IN,ESSL-HO-1
0263,2026-07-15 09:23:46,IN,ESSL-DKB-1
0104,2026-07-15 09:24:00,IN,ESSL-CHD-1
0156,2026-07-15 09:24:03,IN,ESSL-AMB-1
0275,2026-07-15 09:24:05,IN,ESSL-DKB-2
0176,2026-07-15 09:24:06,IN,ESSL-AMB-2
0339,2026-07-15 09:24:14,IN,ESSL-DSE-2
0385,2026-07-15 09:24:26,IN,ESSL-DSE-1
0278,2026-07-15 09:24:44,IN,ESSL-DKB-1
0151,2026-07-15 09:24:48,IN,ESSL-AMB-1
0364,2026-07-15 09:24:52,IN,ESSL-DSE-2
0161,2026-07-15 09:24:53,IN,ESSL-AMB-2
0138,2026-07-15 09:24:58,IN,ESSL-AMB-1
0360,2026-07-15 09:25:02,IN,ESSL-DSE-2
0063,2026-07-15 09:25:07,IN,ESSL-CHD-2
0328,2026-07-15 09:25:12,IN,ESSL-DKB-1
0139,2026-07-15 09:25:17,IN,ESSL-AMB-2
0393,2026-07-15 09:25:20,IN,ESSL-DSE-1
0029,2026-07-15 09:25:27,IN,ESSL-HO-1
0071,2026-07-15 09:25:29,IN,ESSL-CHD-2
0010,2026-07-15 09:25:34,IN,ESSL-HO-1
0228,2026-07-15 09:25:34,IN,ESSL-NOI-2
0384,2026-07-15 09:25:35,IN,ESSL-DSE-2
0346,2026-07-15 09:25:41,IN,ESSL-DSE-1
0269,2026-07-15 09:25:47,IN,ESSL-DKB-1
0115,2026-07-15 09:25:51,IN,ESSL-AMB-2
0204,2026-07-15 09:25:54,IN,ESSL-NOI-1
0083,2026-07-15 09:26:08,IN,ESSL-CHD-1
0121,2026-07-15 09:26:19,IN,ESSL-AMB-1
0144,2026-07-15 09:26:23,IN,ESSL-AMB-1
0304,2026-07-15 09:26:31,IN,ESSL-DKB-1
0191,2026-07-15 09:26:42,IN,ESSL-NOI-2
0166,2026-07-15 09:27:08,IN,ESSL-AMB-1
0106,2026-07-15 09:27:22,IN,ESSL-CHD-1
0363,2026-07-15 09:27:36,IN,ESSL-DSE-1
0255,2026-07-15 09:27:38,IN,ESSL-NOI-1
0311,2026-07-15 09:27:38,IN,ESSL-DKB-2
0095,2026-07-15 09:27:54,IN,ESSL-CHD-1
0060,2026-07-15 09:27:55,IN,ESSL-CHD-2
0148,2026-07-15 09:27:55,IN,ESSL-AMB-2
0285,2026-07-15 09:28:10,IN,ESSL-DKB-1
0391,2026-07-15 09:28:15,IN,ESSL-DSE-2
0350,2026-07-15 09:28:28,IN,ESSL-DSE-2
0190,2026-07-15 09:28:33,IN,ESSL-NOI-2
0101,2026-07-15 09:29:02,IN,ESSL-CHD-1
0070,2026-07-15 09:29:08,IN,ESSL-CHD-2
0085,2026-07-15 09:29:22,IN,ESSL-CHD-2
0183,2026-07-15 09:29:26,IN,ESSL-AMB-2
0291,2026-07-15 09:29:27,IN,ESSL-DKB-2
0288,2026-07-15 09:29:40,IN,ESSL-DKB-1
0253,2026-07-15 09:29:45,IN,ESSL-NOI-1
0088,2026-07-15 09:29:48,IN,ESSL-CHD-1
0374,2026-07-15 09:30:04,IN,ESSL-DSE-2
0108,2026-07-15 09:30:11,IN,ESSL-CHD-1
0184,2026-07-15 09:30:32,IN,ESSL-AMB-2
0355,2026-07-15 09:30:42,IN,ESSL-DSE-1
0135,2026-07-15 09:30:59,IN,ESSL-AMB-1
0280,2026-07-15 09:31:03,IN,ESSL-DKB-2
0018,2026-07-15 09:31:04,IN,ESSL-HO-1
0006,2026-07-15 09:31:15,IN,ESSL-HO-1
0165,2026-07-15 09:31:19,IN,ESSL-AMB-2
0174,2026-07-15 09:31:27,IN,ESSL-AMB-2
0389,2026-07-15 09:31:41,IN,ESSL-DSE-1
0344,2026-07-15 09:32:09,IN,ESSL-DSE-1
0031,2026-07-15 09:32:25,IN,ESSL-HO-1
0046,2026-07-15 09:32:41,IN,ESSL-CHD-1
0044,2026-07-15 09:32:45,IN,ESSL-CHD-2
0308,2026-07-15 09:32:58,IN,ESSL-DKB-2
0009,2026-07-15 09:33:11,IN,ESSL-HO-1
0248,2026-07-15 09:33:17,IN,ESSL-NOI-1
0032,2026-07-15 09:33:19,IN,ESSL-HO-1
0306,2026-07-15 09:33:24,IN,ESSL-DKB-2
0301,2026-07-15 09:33:28,IN,ESSL-DKB-2
0359,2026-07-15 09:34:06,IN,ESSL-DSE-2
0365,2026-07-15 09:34:20,IN,ESSL-DSE-1
0268,2026-07-15 09:34:24,IN,ESSL-DKB-2
0068,2026-07-15 09:34:27,IN,ESSL-CHD-1
0024,2026-07-15 09:34:29,IN,ESSL-HO-1
0208,2026-07-15 09:34:30,IN,ESSL-NOI-2
0019,2026-07-15 09:34:37,IN,ESSL-HO-1
0054,2026-07-15 09:34:53,IN,ESSL-CHD-2
0164,2026-07-15 09:35:08,IN,ESSL-AMB-1
0035,2026-07-15 09:35:32,IN,ESSL-HO-1
0175,2026-07-15 09:35:32,IN,ESSL-AMB-2
0093,2026-07-15 09:35:39,IN,ESSL-CHD-2
0133,2026-07-15 09:35:48,IN,ESSL-AMB-2
0354,2026-07-15 09:35:58,IN,ESSL-DSE-2
0395,2026-07-15 09:35:58,IN,ESSL-DSE-2
0099,2026-07-15 09:35:59,IN,ESSL-CHD-1
0279,2026-07-15 09:35:59,IN,ESSL-DKB-1
0313,2026-07-15 09:36:00,IN,ESSL-DKB-2
0261,2026-07-15 09:36:01,IN,ESSL-DKB-1
0153,2026-07-15 09:36:11,IN,ESSL-AMB-1
0200,2026-07-15 09:36:11,IN,ESSL-NOI-2
0007,2026-07-15 09:36:23,IN,ESSL-HO-1
0196,2026-07-15 09:36:25,IN,ESSL-NOI-1
0163,2026-07-15 09:36:28,IN,ESSL-AMB-2
0216,2026-07-15 09:36:29,IN,ESSL-NOI-2
0270,2026-07-15 09:36:45,IN,ESSL-DKB-1
0259,2026-07-15 09:36:50,IN,ESSL-DKB-1
0145,2026-07-15 09:37:03,IN,ESSL-AMB-1
0073,2026-07-15 09:37:06,IN,ESSL-CHD-2
0059,2026-07-15 09:37:13,IN,ESSL-CHD-2
0226,2026-07-15 09:37:23,IN,ESSL-NOI-2
0338,2026-07-15 09:37:24,IN,ESSL-DSE-1
0345,2026-07-15 09:37:30,IN,ESSL-DSE-1
0193,2026-07-15 09:37:32,IN,ESSL-NOI-1
0284,2026-07-15 09:37:33,IN,ESSL-DKB-2
0336,2026-07-15 09:37:43,IN,ESSL-DSE-2
0386,2026-07-15 09:38:02,IN,ESSL-DSE-1
0146,2026-07-15 09:38:10,IN,ESSL-AMB-2
0002,2026-07-15 09:38:20,IN,ESSL-HO-1
0213,2026-07-15 09:38:33,IN,ESSL-NOI-1
0130,2026-07-15 09:38:44,IN,ESSL-AMB-2
0229,2026-07-15 09:38:46,IN,ESSL-NOI-1
0281,2026-07-15 09:38:47,IN,ESSL-DKB-2
0214,2026-07-15 09:38:50,IN,ESSL-NOI-1
0276,2026-07-15 09:38:51,IN,ESSL-DKB-2
0094,2026-07-15 09:39:19,IN,ESSL-CHD-1
0239,2026-07-15 09:39:27,IN,ESSL-NOI-2
0240,2026-07-15 09:39:32,IN,ESSL-NOI-1
0160,2026-07-15 09:39:38,IN,ESSL-AMB-1
0316,2026-07-15 09:39:47,IN,ESSL-DKB-1
0069,2026-07-15 09:39:48,IN,ESSL-CHD-2
0334,2026-07-15 09:39:51,IN,ESSL-DSE-1
0109,2026-07-15 09:39:52,IN,ESSL-CHD-1
0013,2026-07-15 09:39:57,IN,ESSL-HO-1
0234,2026-07-15 09:40:06,IN,ESSL-NOI-2
0396,2026-07-15 09:40:28,IN,ESSL-DSE-2
0188,2026-07-15 09:40:38,IN,ESSL-NOI-2
0011,2026-07-15 09:40:46,IN,ESSL-HO-1
0150,2026-07-15 09:40:47,IN,ESSL-AMB-2
0299,2026-07-15 09:40:52,IN,ESSL-DKB-1
0341,2026-07-15 09:42:36,IN,ESSL-DSE-1
0091,2026-07-15 09:43:38,IN,ESSL-CHD-1
0335,2026-07-15 09:44:07,IN,ESSL-DSE-1
0343,2026-07-15 09:46:52,IN,ESSL-DSE-1
0012,2026-07-15 09:48:29,IN,ESSL-HO-1
0251,2026-07-15 09:50:38,IN,ESSL-NOI-2
0320,2026-07-15 09:51:42,IN,ESSL-DKB-2
0324,2026-07-15 09:53:38,IN,ESSL-DKB-2
0075,2026-07-15 09:54:52,IN,ESSL-CHD-2
0223,2026-07-15 09:56:36,IN,ESSL-NOI-2
0159,2026-07-15 09:56:44,IN,ESSL-AMB-2
0140,2026-07-15 09:56:54,IN,ESSL-AMB-2
0014,2026-07-15 09:57:24,IN,ESSL-HO-1
0256,2026-07-15 09:58:23,IN,ESSL-NOI-2
0203,2026-07-15 09:59:14,IN,ESSL-NOI-1
0086,2026-07-15 10:00:42,IN,ESSL-CHD-2
0271,2026-07-15 10:01:57,IN,ESSL-DKB-1
0218,2026-07-15 10:02:48,IN,ESSL-NOI-2
0169,2026-07-15 10:04:07,IN,ESSL-AMB-1
0379,2026-07-15 10:04:58,IN,ESSL-DSE-1
0026,2026-07-15 10:07:04,IN,ESSL-HO-1
0201,2026-07-15 10:09:56,IN,ESSL-NOI-2
0016,2026-07-15 10:11:52,IN,ESSL-HO-1
0233,2026-07-15 10:12:07,IN,ESSL-NOI-1
0066,2026-07-15 10:12:25,IN,ESSL-CHD-2
0329,2026-07-15 10:12:46,IN,ESSL-DSE-2
0230,2026-07-15 10:15:13,IN,ESSL-NOI-1
0390,2026-07-15 10:15:22,IN,ESSL-DSE-1
0053,2026-07-15 10:15:47,IN,ESSL-CHD-2
0043,2026-07-15 10:16:20,IN,ESSL-CHD-1
0300,2026-07-15 10:16:41,IN,ESSL-DKB-1
0293,2026-07-15 10:34:27,IN,ESSL-DKB-2
0349,2026-07-15 10:37:25,IN,ESSL-DSE-2
0058,2026-07-15 10:38:19,IN,ESSL-CHD-1
0039,2026-07-15 10:55:51,IN,ESSL-HO-1
0124,2026-07-15 10:55:59,IN,ESSL-AMB-1
0220,2026-07-15 11:18:39,IN,ESSL-NOI-2
0208,2026-07-15 16:36:35,OUT,ESSL-NOI-2
0101,2026-07-15 16:38:32,OUT,ESSL-CHD-1
0165,2026-07-15 16:47:18,OUT,ESSL-AMB-2
0027,2026-07-15 16:50:20,OUT,ESSL-HO-1
0330,2026-07-15 16:53:12,OUT,ESSL-DSE-2
0105,2026-07-15 17:02:11,OUT,ESSL-CHD-2
0120,2026-07-15 17:11:47,OUT,ESSL-AMB-1
0218,2026-07-15 17:13:37,OUT,ESSL-NOI-2
0199,2026-07-15 18:32:06,OUT,ESSL-NOI-1
0005,2026-07-15 18:32:13,OUT,ESSL-HO-1
0263,2026-07-15 18:32:15,OUT,ESSL-DKB-1
0049,2026-07-15 18:32:55,OUT,ESSL-CHD-2
0164,2026-07-15 18:33:04,OUT,ESSL-AMB-1
0335,2026-07-15 18:33:06,OUT,ESSL-DSE-1
0035,2026-07-15 18:33:41,OUT,ESSL-HO-1
0096,2026-07-15 18:33:50,OUT,ESSL-CHD-2
0339,2026-07-15 18:33:54,OUT,ESSL-DSE-2
0334,2026-07-15 18:33:59,OUT,ESSL-DSE-1
0325,2026-07-15 18:34:00,OUT,ESSL-DKB-2
0221,2026-07-15 18:34:15,OUT,ESSL-NOI-1
0273,2026-07-15 18:34:24,OUT,ESSL-DKB-1
0280,2026-07-15 18:34:52,OUT,ESSL-DKB-2
0070,2026-07-15 18:34:54,OUT,ESSL-CHD-2
0123,2026-07-15 18:35:05,OUT,ESSL-AMB-2
0271,2026-07-15 18:35:21,OUT,ESSL-DKB-1
0058,2026-07-15 18:35:54,OUT,ESSL-CHD-1
0018,2026-07-15 18:36:04,OUT,ESSL-HO-1
0276,2026-07-15 18:36:15,OUT,ESSL-DKB-2
0161,2026-07-15 18:36:21,OUT,ESSL-AMB-2
0349,2026-07-15 18:36:22,OUT,ESSL-DSE-2
0390,2026-07-15 18:36:42,OUT,ESSL-DSE-1
0388,2026-07-15 18:36:44,OUT,ESSL-DSE-2
0223,2026-07-15 18:37:00,OUT,ESSL-NOI-2
0299,2026-07-15 18:37:02,OUT,ESSL-DKB-1
0051,2026-07-15 18:37:27,OUT,ESSL-CHD-2
0109,2026-07-15 18:37:41,OUT,ESSL-CHD-1
0285,2026-07-15 18:38:01,OUT,ESSL-DKB-1
0350,2026-07-15 18:38:09,OUT,ESSL-DSE-2
0338,2026-07-15 18:38:51,OUT,ESSL-DSE-1
0239,2026-07-15 18:38:57,OUT,ESSL-NOI-2
0178,2026-07-15 18:39:08,OUT,ESSL-AMB-1
0004,2026-07-15 18:39:16,OUT,ESSL-HO-1
0104,2026-07-15 18:39:39,OUT,ESSL-CHD-1
0034,2026-07-15 18:39:44,OUT,ESSL-HO-1
0389,2026-07-15 18:39:48,OUT,ESSL-DSE-1
0031,2026-07-15 18:40:05,OUT,ESSL-HO-1
0121,2026-07-15 18:40:22,OUT,ESSL-AMB-1
0079,2026-07-15 18:40:41,OUT,ESSL-CHD-2
0174,2026-07-15 18:40:44,OUT,ESSL-AMB-2
0206,2026-07-15 18:40:46,OUT,ESSL-NOI-2
0170,2026-07-15 18:40:52,OUT,ESSL-AMB-2
0316,2026-07-15 18:40:54,OUT,ESSL-DKB-1
0010,2026-07-15 18:40:55,OUT,ESSL-HO-1
0129,2026-07-15 18:41:06,OUT,ESSL-AMB-1
0309,2026-07-15 18:41:08,OUT,ESSL-DKB-1
0022,2026-07-15 18:41:15,OUT,ESSL-HO-1
0023,2026-07-15 18:41:19,OUT,ESSL-HO-1
0028,2026-07-15 18:41:39,OUT,ESSL-HO-1
0363,2026-07-15 18:41:55,OUT,ESSL-DSE-1
0284,2026-07-15 18:42:00,OUT,ESSL-DKB-2
0036,2026-07-15 18:42:01,OUT,ESSL-HO-1
0213,2026-07-15 18:42:31,OUT,ESSL-NOI-1
0374,2026-07-15 18:42:32,OUT,ESSL-DSE-2
0234,2026-07-15 18:42:36,OUT,ESSL-NOI-2
0149,2026-07-15 18:42:38,OUT,ESSL-AMB-1
0261,2026-07-15 18:42:53,OUT,ESSL-DKB-1
0043,2026-07-15 18:42:54,OUT,ESSL-CHD-1
0183,2026-07-15 18:43:04,OUT,ESSL-AMB-2
0211,2026-07-15 18:43:08,OUT,ESSL-NOI-1
0119,2026-07-15 18:43:11,OUT,ESSL-AMB-2
0313,2026-07-15 18:43:35,OUT,ESSL-DKB-2
0114,2026-07-15 18:43:36,OUT,ESSL-AMB-1
0396,2026-07-15 18:43:38,OUT,ESSL-DSE-2
0068,2026-07-15 18:43:54,OUT,ESSL-CHD-1
0348,2026-07-15 18:44:00,OUT,ESSL-DSE-1
0356,2026-07-15 18:44:03,OUT,ESSL-DSE-2
0013,2026-07-15 18:44:15,OUT,ESSL-HO-1
0391,2026-07-15 18:44:16,OUT,ESSL-DSE-2
0045,2026-07-15 18:44:29,OUT,ESSL-CHD-1
